,Title,PMID,Authors,Citation,First_Author,Journal/Book,Publication_Year/Date,PMCID,DOI,Keywords,N_Citations,Authors/Affiliations
58,"Antitumor Activity of Taxol Engross Taxol-Caveolin-1 Interaction via Lipid Raft Structure-""Caveolae""",36692650,"Bommanaboina AK, Jamal S, Ahmed N",Appl Biochem Biotechnol. 2023 Jul;195(7):4387-4398. doi: 10.1007/s12010-023-04355-7,Bommanaboina AK,Appl Biochem Biotechnol,2023,,10.1007/s12010-023-04355-7,"Beta cyclodextrin, Caveolae, Caveolin-1, TIRFM, Taxol",0,"{'Anil Kumar Bommanaboina': ['School of Life Science, B. S. Abdur Rahman Crescent Institute of Science and Technology, Tamil Nadu, 600048, Vandalur, Chennai, India.'], 'Shazia Jamal': ['School of Life Science, B. S. Abdur Rahman Crescent Institute of Science and Technology, Tamil Nadu, 600048, Vandalur, Chennai, India.'], 'Neesar Ahmed': ['School of Life Science, B. S. Abdur Rahman Crescent Institute of Science and Technology, Tamil Nadu, 600048, Vandalur, Chennai, India. neesar.sls@crescent.education.']}"
59,Customized small-sized clinostat using 3D printing and gas-permeable polydimethylsiloxane culture dish,37567883,"Kim D, Nguyen QTT, Lee S, Choi KM, Lee EJ, Park JY",NPJ Microgravity. 2023 Aug 11;9(1):63. doi: 10.1038/s41526-023-00311-1,Kim D,NPJ Microgravity,"2023, 08/11/2023",PMC10421914,10.1038/s41526-023-00311-1,"Over the past few decades, research on life in space has increased Owing to the expensive nature of and the challenges associated with conducting experiments in real space, clinostats, which continuously randomize the gravity vector by using motors, have been used to generate simulated microgravity (SMG) on Earth Herein, by using a 3D printing method, we develop a customized small-sized clinostat (CS clinostat) that is easy to manufacture, inexpensive, and robust Moreover, we develop and fabricate a gas-permeable polydimethylsiloxane culture dish that fits inside the CS clinostat To validate SMG generation, ovarian cancer cells (OV- 90, TOV-21G, and Caov-3) were applied to demonstrate a significant reduction in caveolin-1 expression, a biomarker of SMG, indicating SMG generation The proposed CS clinostat system has good accessibility for SMG research, which makes it useful as a tool for biologists, who are unfamiliar with conventional clinostat equipment, to conduct preliminary studies in the space environment",0,"{'Daehan Kim': ['Department of Mechanical Engineering, Graduate School, Chung-Ang University, Seoul, 06974, Republic of Korea.'], 'Que Thanh Thanh Nguyen': ['Department of Obstetrics and Gynecology, School of Medicine, Chung-Ang University, Seoul, 06974, Republic of Korea.'], 'Seungjin Lee': ['Department of Mechanical Engineering, Graduate School, Chung-Ang University, Seoul, 06974, Republic of Korea.'], 'Kyung-Mi Choi': ['Department of Obstetrics and Gynecology, School of Medicine, Chung-Ang University, Seoul, 06974, Republic of Korea.'], 'Eun-Ju Lee': ['Department of Obstetrics and Gynecology, School of Medicine, Chung-Ang University, Seoul, 06974, Republic of Korea. ejlee@cau.ac.kr.'], 'Joong Yull Park': ['Department of Mechanical Engineering, Graduate School, Chung-Ang University, Seoul, 06974, Republic of Korea. jrpark@cau.ac.kr.', 'Department of Intelligent Energy and Industry, Graduate School, Chung-Ang University, Seoul, 06974, Republic of Korea. jrpark@cau.ac.kr.']}"
60,"JNTX-101, a novel albumin-encapsulated gemcitabine prodrug, is efficacious and operates via caveolin-1-mediated endocytosis",37674628,"Cui T, Corrales-Guerrero S, Castro-Aceituno V, Nair S, Maneval DC, Monnig C, Kearney P, Ellis S, Raheja N, Raheja N, Williams TM",Mol Ther Oncolytics. 2023 Aug 18;30:181-192. doi: 10.1016/j.omto.2023.08.008,Cui T,Mol Ther Oncolytics,"2023, 08/18/2023",PMC10477748,10.1016/j.omto.2023.08.008,"Cav-1, JNTX-101, albumin, caveolin-1, gemcitabine",0,"{'Tiantian Cui': ['Department of Radiation Oncology, City of Hope National Medical Center, Duarte, CA 91010, USA.'], 'Sergio Corrales-Guerrero': ['Biomedical Sciences Graduate Program, The Ohio State University, Columbus, OH 43210, USA.'], 'Veronica Castro-Aceituno': ['Department of Radiation Oncology, City of Hope National Medical Center, Duarte, CA 91010, USA.'], 'Sindhu Nair': ['Department of Radiation Oncology, City of Hope National Medical Center, Duarte, CA 91010, USA.'], 'Daniel C Maneval': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Curtis Monnig': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Patrick Kearney': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Sam Ellis': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Nicholas Raheja': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Neil Raheja': ['January Therapeutics, San Diego, CA 92121, USA.'], 'Terence M Williams': ['Department of Radiation Oncology, City of Hope National Medical Center, Duarte, CA 91010, USA.']}"
61,Red blood cell membrane-coated functionalized Au nanocage as a biomimetic platform for improved MicroRNA delivery in hepatocellular carcinoma,37178790,"Huang S, Song C, Miao J, Zhu X, Jia Y, Liu Y, Fu D, Li B, Miao M, Duan S, Zhang Z, Hu Y",Int J Pharm. 2023 Jul 25;642:123044. doi: 10.1016/j.ijpharm.2023.123044,Huang S,Int J Pharm,"2023, 07/25/2023",,10.1016/j.ijpharm.2023.123044,"Accelerated blood clearance, Au nanocage, Cellular uptake, Prolonged circulation time, Red blood cell membrane, microRNA delivery",0,"{'Shengnan Huang': ['Academy of Chinese Medical Sciences, Henan University of Chinese Medicine, Zhengzhou, Henan Province 450046, PR China; School of Pharmaceutical Sciences, Key Laboratory of Targeting Therapy and Diagnosis for Critical Diseases, Zhengzhou University, Zhengzhou, Henan Province 450001, PR China.'], 'Chengzhi Song': ['Center for Quantitative Biology, Peking University, Beijing 100871, PR China.'], 'Jinxin Miao': ['Academy of Chinese Medical Sciences, Henan University of Chinese Medicine, Zhengzhou, Henan Province 450046, PR China.'], 'Xiali Zhu': ['School of Pharmaceutical Sciences, Henan University of Chinese Medicine, Zhengzhou, Henan Province 450046, PR China.'], 'Yongyan Jia': ['School of Pharmaceutical Sciences, Henan University of Chinese Medicine, Zhengzhou, Henan Province 450046, PR China.'], 'Yafei Liu': ['School of Pharmaceutical Sciences, Key Laboratory of Targeting Therapy and Diagnosis for Critical Diseases, Zhengzhou University, Zhengzhou, Henan Province 450001, PR China.'], 'Dongjun Fu': ['Beijing Research Institute of Chinese Medicine, Beijing University of Chinese Medicine, Beijing 100029, PR China.'], 'Benyi Li': ['Department of Urology, University of Kansas Medical Center, Kansas City, KS 66160, United States.'], 'Mingsan Miao': ['Academy of Chinese Medical Sciences, Henan University of Chinese Medicine, Zhengzhou, Henan Province 450046, PR China.'], 'Shaofeng Duan': ['School of Pharmacy, Henan University, Henan International Joint Laboratory of Chinese Medicine Efficacy, Kaifeng, Henan Province 475004, PR China. Electronic address: sduan@henu.edu.cn.'], 'Zhenzhong Zhang': ['School of Pharmaceutical Sciences, Key Laboratory of Targeting Therapy and Diagnosis for Critical Diseases, Zhengzhou University, Zhengzhou, Henan Province 450001, PR China. Electronic address: zhangzhenzhong@zzu.edu.cn.'], 'Yurong Hu': ['School of Pharmaceutical Sciences, Key Laboratory of Targeting Therapy and Diagnosis for Critical Diseases, Zhengzhou University, Zhengzhou, Henan Province 450001, PR China. Electronic address: huyr@zzu.edu.cn.']}"
62,Proteomic characterization of Opisthorchis felineus exosome-like vesicles and their uptake by human cholangiocytes,37225040,"Pakharukova MY, Savina E, Ponomarev DV, Gubanova NV, Zaparina O, Zakirova EG, Cheng G, Tikhonova OV, Mordvinov VA",J Proteomics. 2023 Jul 15;283-284:104927. doi: 10.1016/j.jprot.2023.104927,Pakharukova MY,J Proteomics,"2023, 07/15/2023",,10.1016/j.jprot.2023.104927,"Cell culture, Extracellular vesicles, Helminth proteomics, Opisthorchis felineus",0,"{'Maria Y Pakharukova': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia; Department of Natural Sciences, Novosibirsk State University, 2 Pirogova Str., Novosibirsk 630090, Russia. Electronic address: pmaria@yandex.ru.'], 'Ekaterina Savina': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia.'], 'Dmitry V Ponomarev': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia.'], 'Natalya V Gubanova': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia.'], 'Oxana Zaparina': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia.'], 'Elvira G Zakirova': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia; Department of Genetic Technologies, Novosibirsk State University, Novosibirsk 630090, Russia.'], 'Guofeng Cheng': [""Shanghai Tenth People's Hospital, Institute for Infectious Diseases and Vaccine Development, Tongji University School of Medicine, 301 Middle Yanchang Road, Shanghai 200072, China.""], 'Olga V Tikhonova': ['Institute of Biomedical Chemistry, 10 Pogodinskaya Str., 119121 Moscow, Russia.'], 'Viatcheslav A Mordvinov': ['Institute of Cytology and Genetics (ICG), Siberian Branch of Russian Academy of Sciences (SB RAS), 10 Akad. Lavrentiev Ave., Novosibirsk 630090, Russia.']}"
63,Opening of Cx43-formed hemichannels mediates the Ca2+ signaling associated with endothelial cell migration,37635249,"Espinoza H, Figueroa XF",Biol Direct. 2023 Aug 28;18(1):52. doi: 10.1186/s13062-023-00408-3,Espinoza H,Biol Direct,"2023, 08/28/2023",PMC10463847,10.1186/s13062-023-00408-3,"Angiogenesis, Ca2+ signaling, Connexin hemichannels, Endothelial cells, Migration",0,"{'Hilda Espinoza': ['Departamento de Fisiología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Santiago, 8330025, Chile.', 'Escuela de Medicina, Facultad de Ciencias de la Salud, Universidad del Alba, Santiago, 8370007, Chile.'], 'Xavier F Figueroa': ['Departamento de Fisiología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Santiago, 8330025, Chile. xfigueroa@bio.puc.cl.']}"
64,Bacterial RNA virus MS2 exposure increases the expression of cancer progression genes in the LNCaP prostate cancer cell line,36760518,"Sanmukh SG, Dos Santos NJ, Nascimento Barquilha C, De Carvalho M, Pintor Dos Reis P, Delella FK, Carvalho HF, Latek D, Fehér T, Felisbino SL",Oncol Lett. 2023 Jan 17;25(2):86. doi: 10.3892/ol.2023.13672,Sanmukh SG,Oncol Lett,"2023, 01/17/2023",PMC9878357,10.3892/ol.2023.13672,"MS2, androgen receptor, bacteriophage, gene expression, integrin",2,"{'Swapnil Ganesh Sanmukh': ['Laboratory of Extracellular Matrix Biology, Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, Sao Paulo State University, Botucatu, São Paulo 18618-689, Brazil.', 'Synthetic and Systems Biology Unit, Biological Research Center, Eötvös Loránd Research Network, 6726 Szeged, Hungary.', 'Faculty of Chemistry, University of Warsaw, 02-093 Warsaw, Poland.'], 'Nilton José Dos Santos': ['Laboratory of Extracellular Matrix Biology, Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, Sao Paulo State University, Botucatu, São Paulo 18618-689, Brazil.', 'Department of Structural and Functional Biology, Institute of Biology, University of Campinas, Campinas, São Paulo 13083-970, Brazil.'], 'Caroline Nascimento Barquilha': ['Laboratory of Extracellular Matrix Biology, Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, Sao Paulo State University, Botucatu, São Paulo 18618-689, Brazil.', 'Department of Structural and Functional Biology, Institute of Biology, University of Campinas, Campinas, São Paulo 13083-970, Brazil.'], 'Márcio De Carvalho': ['Department of Surgery and Orthopedics, Faculty of Medicine, Sao Paulo State University, Botucatu, São Paulo 18618-687, Brazil.'], 'Patricia Pintor Dos Reis': ['Department of Surgery and Orthopedics, Faculty of Medicine, Sao Paulo State University, Botucatu, São Paulo 18618-687, Brazil.'], 'Flávia Karina Delella': ['Laboratory of Extracellular Matrix Biology, Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, Sao Paulo State University, Botucatu, São Paulo 18618-689, Brazil.'], 'Hernandes F Carvalho': ['Department of Structural and Functional Biology, Institute of Biology, University of Campinas, Campinas, São Paulo 13083-970, Brazil.'], 'Dorota Latek': ['Faculty of Chemistry, University of Warsaw, 02-093 Warsaw, Poland.'], 'Tamás Fehér': ['Synthetic and Systems Biology Unit, Biological Research Center, Eötvös Loránd Research Network, 6726 Szeged, Hungary.'], 'Sérgio Luis Felisbino': ['Laboratory of Extracellular Matrix Biology, Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, Sao Paulo State University, Botucatu, São Paulo 18618-689, Brazil.']}"
65,Caveolin-1 Promotes the Imbalance of Th17/Treg in Chronic Obstructive Pulmonary Disease by Regulating Hsp70 Expression,37077366,"Zhang T, Shang F, Ma Y, Xu Y, Sun W, Song H",Int J Chron Obstruct Pulmon Dis. 2023 Apr 12;18:565-574. doi: 10.2147/COPD.S398780,Zhang T,Int J Chron Obstruct Pulmon Dis,"2023, 04/12/2023",PMC10106795,10.2147/COPD.S398780,"COPD, Foxp3+ Treg cells, Hsp70, IL-17+ Th17 cells, caveolin-1",0,"{'Tongsong Zhang': [""Department of Oncology, Affiliated Qingdao Central Hospital of Qingdao University, Qingdao Cancer Hospital, Qingdao, Shandong, 266042, People's Republic of China.""], 'Fangfang Shang': [""Department of Pathology, No. 971 Hospital of People's Liberation Army Navy, Qingdao, 266071, People's Republic of China.""], 'Yanhui Ma': [""Department of Clinical Laboratory, Biotherapy Center, Affiliated Qingdao Central Hospital, Qingdao University, Qingdao, 266042, People's Republic of China.""], 'Yanxia Xu': [""Department of Oncology, Affiliated Qingdao Central Hospital of Qingdao University, Qingdao Cancer Hospital, Qingdao, Shandong, 266042, People's Republic of China.""], 'Weihong Sun': [""Affiliated Qingdao Central Hospital of Qingdao University, Qingdao Cancer Hospital, Qingdao, Shandong, 266042, People's Republic of China.""], 'Haiping Song': [""Department of Oncology, Affiliated Qingdao Central Hospital of Qingdao University, Qingdao Cancer Hospital, Qingdao, Shandong, 266042, People's Republic of China.""]}"
66,SZ168 treats LPS-induced acute lung injury by inhibiting the activation of NF-κB and MAPKs pathways,36150645,"Heng J, Wu D, Zhao Y, Lu S",Respir Physiol Neurobiol. 2023 Jan;307:103965. doi: 10.1016/j.resp.2022.103965,Heng J,Respir Physiol Neurobiol,2023,,10.1016/j.resp.2022.103965,"Acute lung injury, Inflammatory response, MH-S cells, SZ168",0,"{'Junfeng Heng': [""Intensive Care Unit, Wuxi People's Hospital, Wuxi 214023, Jiangsu, China.""], 'Dingye Wu': [""Intensive Care Unit, Wuxi People's Hospital, Wuxi 214023, Jiangsu, China.""], 'Yiming Zhao': ['Jiangsu Institute of Hematology, The First Affiliated Hospital of Soochow University, 188 Shi-Zi Road, Suzhou 215006, Jiangsu, China. Electronic address: abwidu@163.com.'], 'Shiqi Lu': ['Department of Emergency, The First Affiliated Hospital of Soochow University, 188 Shi-Zi Road, Suzhou 215006, Jiangsu, China. Electronic address: lushiqi2004@126.com.']}"
67,Hyperglycemia Aggravates Blood-Brain Barrier Disruption Following Diffuse Axonal Injury by Increasing the Levels of Inflammatory Mediators through the PPARγ/Caveolin-1/TLR4 Pathway,35857154,"Wei X, Zhou Y, Song J, Zhao J, Huang T, Zhang M, Zhao Y",Inflammation. 2023 Feb;46(1):129-145. doi: 10.1007/s10753-022-01716-y,Wei X,Inflammation,2023,,10.1007/s10753-022-01716-y,"blood–brain barrier, diffuse axonal injury, hyperglycemia, peroxisome proliferator-activated receptor γ",0,"{'Xing Wei': [""Department of Gynaecology and Obstetrics, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710004, China.""], 'Yaqing Zhou': [""Department of Oncology, the Second Affiliated Hospital of Xi'an Jiaotong University, No. 157 Xiwu Road, Xi'an, 710004, People's Republic of China.""], 'Jinning Song': [""Department of Neurosurgery, the First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710061, China.""], 'Junjie Zhao': [""Department of Otorhinolaryngology Head and Neck Surgery, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710004, China.""], 'Tingqin Huang': [""Department of Neurosurgery, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710004, China.""], 'Ming Zhang': [""Department of Neurosurgery, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, 710004, China.""], 'Yonglin Zhao': [""Department of Oncology, the Second Affiliated Hospital of Xi'an Jiaotong University, No. 157 Xiwu Road, Xi'an, 710004, People's Republic of China. zhaoyonglinlin@163.com.""]}"
68,Downregulated CAV-1 in mouse spinal cord may alleviate bone cancer pain by inhibiting the ERK/CREB pathway,37418818,"Ge J, Song J, Sun B, Yang X, Du B, Sun X, Zhang J, Ge J, Xie H",Mutat Res. 2023 Jun 19;827:111829. doi: 10.1016/j.mrfmmm.2023.111829,Ge J,Mutat Res,"2023, 06/19/2023",,10.1016/j.mrfmmm.2023.111829,"Bone cancer pain, CAV-1, CREB, ERK1/2, Progression, Regulatory effect",0,"{'Jianyun Ge': ['Department of Anesthesiology, The Second Affiliated Hospital of Soochow University, Suzhou, Jiangsu 215004, China.'], 'Jie Song': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Bo Sun': ['Department of Anesthesiology, The Second Affiliated Hospital of Soochow University, Suzhou, Jiangsu 215004, China.'], 'Xuefeng Yang': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Boxiang Du': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Xin Sun': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Jiejie Zhang': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Jianlin Ge': ['Department of Anesthesiology, Affiliated Hospital 2 of Nantong University, Nantong, Jiangsu 226001, China.'], 'Hong Xie': ['Department of Anesthesiology, The Second Affiliated Hospital of Soochow University, Suzhou, Jiangsu 215004, China. Electronic address: hongx_006@163.com.']}"
69,Liquid crystalline nanoparticles enable a multifunctional approach for topical psoriasis therapy by co-delivering triptolide and siRNAs,37149114,"Silvestrini AVP, Garcia Praça F, Leite MN, de Abreu Fantini MC, Frade MAC, Badra Bentley MVL",Int J Pharm. 2023 Jun 10;640:123019. doi: 10.1016/j.ijpharm.2023.123019,Silvestrini AVP,Int J Pharm,"2023, 06/10/2023",,10.1016/j.ijpharm.2023.123019,"Liquid crystalline nanoparticle, Psoriasis, Skin delivery, Small interfering RNA, Triptolide",1,"{'Ana Vitória Pupo Silvestrini': ['School of Pharmaceutical Sciences of Ribeirao Preto, University of Sao Paulo, 14040-903, Ribeirao Preto, SP, Brazil.'], 'Fabíola Garcia Praça': ['School of Pharmaceutical Sciences of Ribeirao Preto, University of Sao Paulo, 14040-903, Ribeirao Preto, SP, Brazil.'], 'Marcel Nani Leite': ['Division of Dermatology, Department of Internal Medicine, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, SP, Brazil; Institute of Physics, University of Sao Paulo, 05508-900, São Paulo, SP, Brazil.'], 'Márcia Carvalho de Abreu Fantini': ['Institute of Physics, University of Sao Paulo, 05508-900, São Paulo, SP, Brazil.'], 'Marco Andrey Cipriani Frade': ['Division of Dermatology, Department of Internal Medicine, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, SP, Brazil; Institute of Physics, University of Sao Paulo, 05508-900, São Paulo, SP, Brazil.'], 'Maria Vitória Lopes Badra Bentley': ['School of Pharmaceutical Sciences of Ribeirao Preto, University of Sao Paulo, 14040-903, Ribeirao Preto, SP, Brazil. Electronic address: vbentley@usp.br.']}"
70,"Inhibition of cholesterol transport impairs Cav-1 trafficking and small extracellular vesicles secretion, promoting amphisome formation in melanoma cells",36519961,"Peruzzu D, Boussadia Z, Fratini F, Spadaro F, Bertuccini L, Sanchez M, Carollo M, Matarrese P, Falchi M, Iosi F, Raggi C, Parolini I, Carè A, Sargiacomo M, Gagliardi MC, Fecchi K",Traffic. 2023 Feb;24(2):76-94. doi: 10.1111/tra.12878,Peruzzu D,Traffic,2023,,10.1111/tra.12878,"amphisomes, autophagy, caveolin, cell migration, cholesterol, endosome, extracellular vesicles, melanoma",0,"{'Daniela Peruzzu': ['Center for Gender-Specific Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Zaira Boussadia': ['National Center for Drug Research and Evaluation, Istituto Superiore di Sanità, Rome, Italy.'], 'Federica Fratini': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Francesca Spadaro': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Lucia Bertuccini': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Massimo Sanchez': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Maria Carollo': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Paola Matarrese': ['Center for Gender-Specific Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Mario Falchi': ['National Center for HIV/AIDS Research, Istituto Superiore di Sanità, Rome.'], 'Francesca Iosi': ['Core Facilities Technical Scientific Service, Istituto Superiore di Sanità, Rome, Italy.'], 'Carla Raggi': ['National Center for the control and evaluation of Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Isabella Parolini': ['Department Oncology and Molecular Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Alessandra Carè': ['Center for Gender-Specific Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Massimo Sargiacomo': ['National Center for Global Health, Istituto Superiore di Sanità, Rome, Italy.'], 'Maria Cristina Gagliardi': ['Center for Gender-Specific Medicine, Istituto Superiore di Sanità, Rome, Italy.'], 'Katia Fecchi': ['Center for Gender-Specific Medicine, Istituto Superiore di Sanità, Rome, Italy.']}"
71,EPIC-1042 as a potent PTRF/Cavin1-Caveolin-1 interaction inhibitor to induce PARP1 autophagic degradation and suppress temozolomide efflux for Glioblastoma,37651725,"Hong B, Yang E, Su D, Ju J, Cui X, Wang Q, Tong F, Zhao J, Yang S, Cheng C, Xin L, Xiao M, Yi K, Zhan Q, Ding Y, Xu H, Cui L, Kang C",Neuro Oncol. 2023 Aug 31:noad159. doi: 10.1093/neuonc/noad159,Hong B,Neuro Oncol,"2023, 08/31/2023",,10.1093/neuonc/noad159,"Autophagy, PARP1, Small-Molecular Inhibitor, TMZ efficacy, TMZ efflux",0,"{'Biao Hong': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Eryan Yang': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Dongyuan Su': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Jiasheng Ju': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Xiaoteng Cui': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Qixue Wang': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Fei Tong': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Jixing Zhao': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Shixue Yang': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Chunchao Cheng': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Lei Xin': ['Department of Neurosurgery, Affiliated Hospital of Hebei University, Baoding 071000, China.'], 'Menglin Xiao': ['Department of Neurosurgery, Affiliated Hospital of Hebei University, Baoding 071000, China.'], 'Kaikai Yi': [""Department of Neuro-Oncology and Neurosurgery, Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center for Cancer, Key Laboratory of Cancer Prevention and Therapy of Tianjin, Tianjin's Clinical Research Center for Cancer, Tianjin, China.""], 'Qi Zhan': ['Tianjin Key Laboratory of Composite and Functional Materials, School of Materials Science and Engineering, Tianjin University, Tianjin, China.'], 'Yaqing Ding': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Hanyi Xu': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Longtao Cui': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.'], 'Chunsheng Kang': ['Department of Neurosurgery, Tianjin Medical University General Hospital, Laboratory of Neuro-oncology, Tianjin Neurological Institute, Key Laboratory of Post-Neuro Injury Neuro-Repair and Regeneration in Central Nervous System, Ministry of Education and Tianjin City, Tianjin 300052, China.']}"
